timestamp_utc,step,status,phase,name,artifact_dir
2026-03-31T02:11:49Z,1,skipped_phase,A,sudo_prime,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/01_sudo_prime
2026-03-31T02:11:49Z,2,skipped_phase,A,sudo_keepalive_start,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/02_sudo_keepalive_start
2026-03-31T02:11:49Z,3,skipped_phase,A,machine_stamp,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/03_machine_stamp
2026-03-31T02:11:49Z,4,skipped_phase,A,tool_matrix,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/04_tool_matrix
2026-03-31T02:11:49Z,5,skipped_phase,A,package_inventory,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/05_package_inventory
2026-03-31T02:11:49Z,6,skipped_phase,A,capabilities_json,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/06_capabilities_json
2026-03-31T02:11:49Z,7,skipped_phase,B,cpu_family_matrix,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/07_cpu_family_matrix
2026-03-31T02:11:49Z,8,skipped_phase,B,cpu_probe_inventory,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/08_cpu_probe_inventory
2026-03-31T02:11:49Z,9,skipped_phase,B,compile_matrix_define,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/09_compile_matrix_define
2026-03-31T02:11:49Z,10,skipped_phase,B,build_cpu_matrix,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/10_build_cpu_matrix
2026-03-31T02:11:49Z,11,skipped_phase,B,disassemble_cpu_matrix,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/11_disassemble_cpu_matrix
2026-03-31T02:11:49Z,12,skipped_phase,B,llvm_mca_cpu_matrix,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/12_llvm_mca_cpu_matrix
2026-03-31T02:11:49Z,13,ok,C,cpu_baseline_timing,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/13_cpu_baseline_timing
2026-03-31T02:11:49Z,14,fail,C,hyperfine_cpu_timing,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/14_hyperfine_cpu_timing
2026-03-31T02:11:52Z,15,ok,C,xctrace_cpu_profile,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/15_xctrace_cpu_profile
2026-03-31T02:11:55Z,16,ok,C,dtrace_dtruss_cpu,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/16_dtrace_dtruss_cpu
2026-03-31T02:12:00Z,17,ok,C,powermetrics_cpu,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/17_powermetrics_cpu
2026-03-31T02:12:01Z,18,ok,C,cpu_diagnostics,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/18_cpu_diagnostics
2026-03-31T02:12:02Z,19,ok,D,metal_host_harness_build,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/19_metal_host_harness_build
2026-03-31T02:12:02Z,20,ok,D,metal_variant_matrix_define,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/20_metal_variant_matrix_define
2026-03-31T02:12:04Z,21,ok,D,metal_compile_variants,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/21_metal_compile_variants
2026-03-31T02:12:05Z,22,ok,D,metal_correctness,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/22_metal_correctness
2026-03-31T02:12:05Z,23,ok,D,metal_timing_sweep,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/23_metal_timing_sweep
2026-03-31T02:12:05Z,24,ok,D,publish_metal_matrix,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/24_publish_metal_matrix
2026-03-31T02:12:16Z,25,ok,E,xctrace_gpu_baseline,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/25_xctrace_gpu_baseline
2026-03-31T02:12:47Z,26,ok,E,xctrace_gpu_compare,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/26_xctrace_gpu_compare
2026-03-31T02:14:21Z,27,ok,E,extract_xctrace_metrics,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/27_extract_xctrace_metrics
2026-03-31T02:14:45Z,28,ok,E,host_overhead_capture,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/28_host_overhead_capture
2026-03-31T02:14:51Z,29,ok,E,powermetrics_gpu,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/29_powermetrics_gpu
2026-03-31T02:14:51Z,30,ok,E,counter_latency_report,src/apple_re/results/tranche1_CDE_keepalive_20260330_190100/steps/30_counter_latency_report
